id,title,is_paid,price,num_subscribers,avg_rating,num_reviews,num_lectures,Level,content_length_min,published_time,category,course_url
531360,BDD with Ruby on Rails using RSpec 3 and Capybara,TRUE,175,2706,4.35,179,103,Intermediate Level,13,2015-08-14T16:48:51Z,Web Development,https://www.udemy.com/rubyonrails-bdd-rspec-capybara/
531710,Accounting and the Triple Bottom Line,TRUE,30,6,4.8,2,19,Intermediate Level,0.55,2015-07-10T00:16:42Z,Business Finance,https://www.udemy.com/accounting-and-the-triple-bottom-line/
531954,Projects in AngularJS - Learn by building 10 Projects,TRUE,40,7146,4.2,629,77,Intermediate Level,14.5,2015-06-25T19:00:56Z,Web Development,https://www.udemy.com/learn-angularjs-development/
532008,Web Development Essential Skills - Complete HTML and CSS,TRUE,95,1388,4,11,58,Intermediate Level,7,2015-09-29T21:30:21Z,Web Development,https://www.udemy.com/complete-html5-css3-course-newbie-to-pro/
532140,Getting Started With Photoshop CC,TRUE,75,1090,4.2,14,45,Beginner Level,4.5,2015-06-19T22:25:42Z,Graphic Design,https://www.udemy.com/getting-started-with-photoshop-cc2/
532216,Raising Capital for Your Business,TRUE,50,22,4.3333335,5,60,Intermediate Level,2.5,2015-08-03T22:46:45Z,Business Finance,https://www.udemy.com/raising-capital-for-your-business/
532572,Ukulele 2 : Level 1 KEY OF C AND STRUMS,TRUE,20,26,5,2,26,Beginner Level,1,2016-02-01T05:42:39Z,Musical Instruments,https://www.udemy.com/ukulele-2-level-1-key-of-c-and-strums/
532836,How to Build a Massive Retirement Plan from Scratch!,TRUE,200,1498,4.2,30,23,Beginner Level,2,2015-06-22T23:04:23Z,Business Finance,https://www.udemy.com/take-the-bulletproof-401k-super-charger-rat-race-off-ramp/
533416,Build Powerful Websites & Blogs using WordPress - No Coding,TRUE,20,1024,4.35,14,26,Beginner Level,3,2016-04-04T17:54:52Z,Web Development,https://www.udemy.com/powerful-websites-blogs-using-wordpress-no-coding/
533458,How to Obtain a Business Loan,TRUE,20,1,3.65,1,12,Intermediate Level,0.5666666666666667,2015-11-17T19:17:56Z,Business Finance,https://www.udemy.com/how-to-obtain-a-business-loan/
534376,Get Results - Core Principles of Web Development Tricks Tips,TRUE,75,22355,4.65,54,26,Intermediate Level,1.5,2015-06-23T20:39:16Z,Web Development,https://www.udemy.com/web-development-foundations-base-for-your-coding-environment/
535650,Accelerate Your Guitar Learning With Metal Techniques,TRUE,20,1305,3.75,25,68,Intermediate Level,6.5,2015-08-18T20:00:20Z,Musical Instruments,https://www.udemy.com/learn-metal-guitar-techniques/
536166,TRADING MARKET MAP,TRUE,45,1489,4,32,27,Intermediate Level,3.5,2015-07-01T16:25:45Z,Business Finance,https://www.udemy.com/trading-market-map/
536780,Adobe Illustrator CC - From scratch ,TRUE,45,115,3.9722223,12,24,Beginner Level,5.5,2015-06-26T18:43:13Z,Graphic Design,https://www.udemy.com/adobe-illustrator-cc-from-scratch/
537008,Be a Bootstrap Developer from scratch,TRUE,100,5800,4.4,185,32,Beginner Level,3.5,2015-07-20T20:38:56Z,Web Development,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/
537282,Hosting Django: Amazon Web Services (AWS) Fundamentals,TRUE,45,2573,4.8,103,46,Intermediate Level,5.5,2015-10-19T21:30:02Z,Web Development,https://www.udemy.com/django-tutorial-amazon-web-services/
537286,Learn the Basics of the Wave Principle:,TRUE,30,27,4.409091,4,10,Beginner Level,1.5,2015-07-02T00:12:02Z,Business Finance,https://www.udemy.com/the-basics-of-the-wave-principle/
537748,What is Bitcoin,TRUE,20,61,4.5,3,27,Intermediate Level,5,2015-07-09T00:07:44Z,Business Finance,https://www.udemy.com/what-is-bitcoin/
537878,CFA Corporate Finance Level 2,TRUE,50,2474,3.6,6,128,Intermediate Level,17.5,2015-07-07T20:35:21Z,Business Finance,https://www.udemy.com/advanced-capital-budgeting-techniques/
537884,Leasing - A Comprehensive Study (Professional Course Level),TRUE,20,3094,4.15,2,22,Intermediate Level,3.5,2015-07-17T22:10:39Z,Business Finance,https://www.udemy.com/leasing-a-comprehensive-study/
537886,Portfolio Management for CA / CS / CFA exams,TRUE,20,1740,3.5,5,8,Intermediate Level,1,2015-07-21T19:24:17Z,Business Finance,https://www.udemy.com/portfolio-management-quantitative-techniques/
537888,Risk in Forex Transactions - for CA / CS / CFA exams,TRUE,20,2235,3.7,3,9,Intermediate Level,1,2015-09-29T17:27:02Z,Business Finance,https://www.udemy.com/forex-risks/
537896,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,TRUE,20,2268,4.7,4,47,Intermediate Level,5.5,2015-07-07T20:21:29Z,Business Finance,https://www.udemy.com/risk-analysis-in-capital-budgeting/
538540,Forex Trading vs Option Trading,TRUE,95,1776,4.75,14,29,Intermediate Level,2.5,2015-07-08T21:09:43Z,Business Finance,https://www.udemy.com/trading-excellence/
538560,Stocks For Beginners - A Guide To Investing,TRUE,20,64,4.5,15,14,Beginner Level,1,2015-07-17T19:16:47Z,Business Finance,https://www.udemy.com/stocks-for-beginners-a-guide-to-investing/
540724,How To Setup Web Hosting,FALSE,0,11758,3.95,242,8,Beginner Level,1,2015-07-15T23:49:27Z,Web Development,https://www.udemy.com/how-to-setup-web-hosting/
541824,FX Commodity Chart Trading Patterns for Success,TRUE,50,83,4.7,10,15,Intermediate Level,2.5,2015-07-19T19:23:14Z,Business Finance,https://www.udemy.com/fx-commodity-chart-patterns-mt4-platform/
542028,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,TRUE,30,1278,4.7,33,23,Beginner Level,0.7166666666666667,2015-07-02T21:57:04Z,Business Finance,https://www.udemy.com/mql4-tutorial-bootcamp-trading-robot-coding-in-metatrader4/
542254,Web Programming Course : Asp.Net MVC,TRUE,100,2760,4.3728814,76,26,Intermediate Level,3.5,2015-07-13T22:58:32Z,Web Development,https://www.udemy.com/mvc-course/
542950,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,TRUE,20,313,3.75,14,25,Beginner Level,1,2015-07-05T17:54:35Z,Business Finance,https://www.udemy.com/mql4-bootcamp-tutorial-trading-robot-coding-in-metatrader4/
543090,Introduction to Coding with Ruby,TRUE,45,5077,4.7,126,66,Beginner Level,3.5,2015-07-22T18:23:06Z,Web Development,https://www.udemy.com/newbie-to-ruby/
543212,Forex Trading using professional indicators by TOP traders,TRUE,200,1699,4.367647,40,28,Intermediate Level,3.5,2015-07-07T20:37:59Z,Business Finance,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/
543242,Learn to Trade The News,TRUE,200,1924,4.729897,351,544,Intermediate Level,46.5,2015-07-16T22:03:29Z,Business Finance,https://www.udemy.com/learn-to-trade-the-news/
543346,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,TRUE,50,1018,4,33,41,Intermediate Level,3,2015-07-07T13:42:32Z,Web Development,https://www.udemy.com/react-js/
544176,Trading strategies with common sense technical analysis,TRUE,75,1750,4.381579,71,29,Intermediate Level,3,2015-07-19T17:41:41Z,Business Finance,https://www.udemy.com/trading-strategies-with-common-sense-technical-analysis/
544234,Mike G's Beginner Drum Course: Part 1,TRUE,35,515,4.25,14,20,Beginner Level,3,2015-11-01T20:04:07Z,Musical Instruments,https://www.udemy.com/drumlessons/
544556,Stock Trading: Insider Tips For Determining Market Direction,TRUE,95,104,4.05,1,11,Intermediate Level,1,2015-07-07T23:04:36Z,Business Finance,https://www.udemy.com/stock-trading-stock-market-direction/
544944,How to illustrate in Flash ,TRUE,20,5,4.25,2,17,Beginner Level,2,2015-08-04T20:39:47Z,Graphic Design,https://www.udemy.com/how-to-illustrate-in-flash/
545036,Saxophone Essentials: Beginners Course,TRUE,40,3,4.25,0,16,Beginner Level,1.5,2017-04-26T17:28:12Z,Musical Instruments,https://www.udemy.com/saxophone-essentials-beginners-course/
545524,Build Websites And Apps By Outsourcing,TRUE,20,2299,4.6666665,11,22,Intermediate Level,2,2015-07-20T22:16:39Z,Web Development,https://www.udemy.com/outsourcing-development-work/
545918,Stock Market Leverage: How to Start Trading Options Wisely,TRUE,95,2153,4.388889,14,13,Beginner Level,1.5,2015-07-27T18:39:51Z,Business Finance,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/
546124,Drawing Anime & Manga Style,TRUE,25,82,4.4,5,40,Intermediate Level,8,2015-07-10T23:16:44Z,Graphic Design,https://www.udemy.com/drawing-anime-and-manga-style/
546656,How to Trade Commodity and Financial Futures for a Living!,TRUE,200,1240,4.45,17,20,Intermediate Level,2.5,2016-01-15T23:53:00Z,Business Finance,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/
546832,Learn Adobe Photoshop in 1 Hour,TRUE,50,1235,4.5,15,10,Intermediate Level,1,2015-07-07T23:16:37Z,Graphic Design,https://www.udemy.com/learn-adobe-photoshop-in-1-hour/
546848,Learn to code in Python and learn Adobe Photoshop today!,TRUE,50,1132,4.75,1,29,Intermediate Level,2,2015-07-08T00:15:12Z,Graphic Design,https://www.udemy.com/learn-to-code-in-python-and-learn-adobe-photoshop-today/
546924,Trading Economic Indicators - Complete Trading System,TRUE,50,2692,4.35,25,25,Beginner Level,1.5,2015-09-17T18:47:54Z,Business Finance,https://www.udemy.com/hacking-trading-through-economic-indicators/
547190,Amazing Graphic Design for Beginners,TRUE,20,32,4.75,10,5,Beginner Level,0.7,2015-07-08T19:58:01Z,Graphic Design,https://www.udemy.com/amazing-graphic-design-for-beginners/
547298,WordPress LMS: E-Learning Website Made Easy,TRUE,20,2382,4.25,22,16,Intermediate Level,1.5,2015-07-08T00:08:54Z,Web Development,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/
548044,Corporation Tax Returns UK,TRUE,50,100,3.85,23,25,Intermediate Level,2,2015-07-23T19:21:21Z,Business Finance,https://www.udemy.com/corporation-tax-returns-uk/
548068,JavaScript Fundamentals,FALSE,0,4409,4.85,71,100,Intermediate Level,5,2016-12-20T15:34:05Z,Web Development,https://www.udemy.com/javascriptfundamentals/
548278,The Complete Web Development Course -  Build 15 Projects,TRUE,200,7501,4.65,1213,384,Intermediate Level,76.5,2015-11-09T22:01:02Z,Web Development,https://www.udemy.com/complete-web-development-course/
548764,ACCA FA1 Recording Financial Transactions,TRUE,50,49,3.5625,8,27,Beginner Level,3.5,2015-07-14T23:01:39Z,Business Finance,https://www.udemy.com/acca-fa1-recording-financial-transactions/
549064,Web Development Tools the Pros Use: Code Productivity Hacks,TRUE,30,2596,4.580769,11,39,Beginner Level,4,2015-10-08T18:13:22Z,Web Development,https://www.udemy.com/web-development-tools/
549094,Install a Wordpress Theme the Correct Way & Charge Others,TRUE,20,2335,4.6810346,13,18,Intermediate Level,1,2015-09-20T18:51:51Z,Web Development,https://www.udemy.com/how-to-install-a-wordpress-theme-the-right-way/
550360,GIMP for Beginners. Make Your Own Professional Book Covers,TRUE,20,1002,4.428571,29,44,Beginner Level,6.5,2015-07-10T22:09:07Z,Graphic Design,https://www.udemy.com/gimp-for-beginners/
550842,16 Guitar Chords to Jam With - (Beginner - Intermediate),TRUE,20,1224,4.642857,19,20,Beginner Level,1,2015-07-10T19:53:56Z,Musical Instruments,https://www.udemy.com/12-chords-to-jam-with/
551072,Build Websites from Scratch with Squarespace,TRUE,50,342,4,53,60,Beginner Level,3.5,2015-07-16T18:13:28Z,Web Development,https://www.udemy.com/build-websites-from-scratch-with-squarespace/
551170,Your First Course on Piano,TRUE,70,2002,3.65,34,33,Beginner Level,4,2015-07-16T17:07:49Z,Musical Instruments,https://www.udemy.com/introduction-to-piano-and-music/
551702,Learn to make websites with Google's Material Design Lite,TRUE,20,1063,3.95,72,84,Intermediate Level,5.5,2015-07-20T17:23:16Z,Web Development,https://www.udemy.com/learn-googles-material-design-lite/
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,TRUE,25,462,4.05,18,34,Intermediate Level,1,2015-07-16T00:34:53Z,Business Finance,https://www.udemy.com/mql4-tutorial-bootcamp-metatrader4-trading-robots-expert-advisors-mt4/
551962,Learn HTML in 59 Minutes - Your intro to front-end dev,TRUE,35,333,4.55,15,14,Beginner Level,1,2015-07-14T21:37:16Z,Web Development,https://www.udemy.com/learn-html-in-59-minutes/
551964,Drawing for All Levels: How to Design Cartoon Women,TRUE,20,5,4.45,2,20,Intermediate Level,1.5,2015-07-14T22:01:30Z,Graphic Design,https://www.udemy.com/drawing-for-all-levels-how-to-design-cartoon-women/
551968,The Blueprint for Successful Stock Trading,TRUE,120,2697,4.7045455,331,15,Intermediate Level,1,2015-08-13T18:58:05Z,Business Finance,https://www.udemy.com/stock-market-millionaire-blueprint/
552058,Analyze Real Estate Investments | Financial Modeling,TRUE,20,120,4.4772725,18,21,Intermediate Level,2,2015-07-21T21:45:17Z,Business Finance,https://www.udemy.com/real-estate-financial-modeling/
552198,Complete Login and Registration System in PHP and MYSQL,TRUE,200,4714,4.3333335,149,28,Intermediate Level,4,2015-07-16T22:09:55Z,Web Development,https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/
552258,Professional WordPress Theme Development from Scratch,TRUE,200,1284,5,173,301,Intermediate Level,25.5,2015-10-13T00:41:30Z,Web Development,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/
552504,Introduction to Options - Strategies For Consistent Profits,TRUE,40,617,4.5,44,55,Intermediate Level,4.5,2015-08-16T22:14:02Z,Business Finance,https://www.udemy.com/introduction-to-options-start-trading-now/
552594,Create Complete Web Applications easily with APEX 5,TRUE,30,912,3.35,128,81,Intermediate Level,7,2015-07-14T20:30:11Z,Web Development,https://www.udemy.com/create-web-apps-with-apex-5/
552598,WordPress in under an hour - Create/manage your own website!,FALSE,0,6474,4.3,86,15,Intermediate Level,1,2015-07-15T00:21:56Z,Web Development,https://www.udemy.com/learn-wordpress-in-57-minutes/
552606,Beginner Guitar Essentials,TRUE,95,5,4.8,2,45,Beginner Level,4.5,2015-08-06T18:39:34Z,Musical Instruments,https://www.udemy.com/beginner-guitar-essentials/
552650,Beginner Piano,TRUE,20,776,4.071429,79,89,Beginner Level,4,2015-08-05T00:29:09Z,Musical Instruments,https://www.udemy.com/beginner-piano/
552700,Your Second Course on Piano: Two Handed Playing,TRUE,70,1018,4.3,12,22,Beginner Level,5,2015-10-26T20:04:21Z,Musical Instruments,https://www.udemy.com/learn-to-play-piano-level-1/
553582,Learn JavaScript from scratch,TRUE,20,4193,4,92,44,Beginner Level,2.5,2015-07-30T19:00:52Z,Web Development,https://www.udemy.com/learn-javascript-from-scratch/
553832,Create Professional Character Designs in Photoshop,TRUE,20,228,4.35,11,21,Intermediate Level,4,2015-07-14T23:17:08Z,Graphic Design,https://www.udemy.com/create-professional-character-designs-in-photoshop/
554136,Building Responsive Websites with Bootstrap 3 Framework,TRUE,75,1322,3.8,14,27,Intermediate Level,3,2015-07-22T22:54:03Z,Web Development,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/
554384,Spring Framework 4 (Java Enterprise JEE) with AngularJS,TRUE,95,5177,4,318,70,Intermediate Level,13.5,2015-09-21T23:12:59Z,Web Development,https://www.udemy.com/java-spring-mvc-framework-with-angularjs-by-google-and-html5/
554570,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",TRUE,20,5272,4.45,111,24,Intermediate Level,2,2015-07-28T18:09:41Z,Web Development,https://www.udemy.com/build-a-portfolio-website-in-90-minutes-html-css-js/
555122,jQuery in Action: Build 8 jQuery Projects,TRUE,100,1385,4.45,89,97,Intermediate Level,11,2015-09-12T07:14:48Z,Web Development,https://www.udemy.com/jquery-web-development-made-easy/
555340,Play Piano in 30 Days! - Start Playing NOW!,FALSE,0,5188,4.35,410,58,Beginner Level,3,2015-07-26T18:08:47Z,Musical Instruments,https://www.udemy.com/flyingstart/
555952,Learn UI/UX and Mobile App Design in Photoshop from Scratch,TRUE,145,1367,4.65,61,31,Intermediate Level,3,2015-08-06T20:22:52Z,Graphic Design,https://www.udemy.com/learn-uiux-and-mobile-app-design-in-photoshop-from-scratch/
556068,Option Trading - How To Earn If You Can't Predict The Market,TRUE,145,2305,4.376349,19,30,Intermediate Level,1.5,2015-07-22T19:02:23Z,Business Finance,https://www.udemy.com/option-trading-how-to-earn/
556076,How To Play Guitar - Everything You Need To Know To Start,TRUE,50,5,4.9,1,8,Beginner Level,1,2015-07-21T18:25:38Z,Musical Instruments,https://www.udemy.com/guitar101/
556248,The Complete HTML & CSS Course - From Novice To Professional,TRUE,195,57422,3.95,874,84,Intermediate Level,7.5,2015-07-27T16:57:52Z,Web Development,https://www.udemy.com/htmlwebsite/
556922,Learn Ruby on Rails: Stripe Payment Processing,TRUE,40,15724,4.4,33,29,Intermediate Level,1.5,2016-11-02T22:09:47Z,Web Development,https://www.udemy.com/learn-ruby-on-rails-stripe-payment-processing/
557208,Accounting - Basic Costing ,TRUE,40,108,4.4,2,37,Beginner Level,3.5,2015-08-04T18:45:56Z,Business Finance,https://www.udemy.com/basic-costing/
557436,ACCA MA1 Management Information,TRUE,50,16,3.95,1,48,Beginner Level,3.5,2015-08-24T23:33:21Z,Business Finance,https://www.udemy.com/acca-ma1-management-information/
558432,Easy Typography Tips to Beautify and Strengthen Your Work,TRUE,45,3192,4.6,11,18,Intermediate Level,1,2015-08-06T21:35:13Z,Graphic Design,https://www.udemy.com/typography-tips/
559046,Basic Graphic Design for PowerPoint,TRUE,20,88,4.375,8,14,Beginner Level,1,2015-07-26T23:32:34Z,Graphic Design,https://www.udemy.com/basic-graphic-design-for-powerpoint/
559204,Photoshop Quickstart Guide to Digital Sketching,TRUE,20,1679,4.1,24,15,Beginner Level,1,2015-09-17T18:46:40Z,Graphic Design,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/
559328,Cómo usar Metatrader 4 para hacer trading?,TRUE,20,25,4.35,1,25,Intermediate Level,6,2015-07-30T20:57:23Z,Business Finance,https://www.udemy.com/como-usar-metatrader-4-para-hacer-trading/
559438,Instant Harmonica – play Beethoven’s Ode to Joy right now!,TRUE,20,455,4.6666665,3,11,Beginner Level,1,2015-07-22T21:55:34Z,Musical Instruments,https://www.udemy.com/instant-harmonica-play-beethovens-ode-to-joy-right-now/
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,TRUE,195,10518,4.6190476,129,57,Intermediate Level,4.5,2015-08-11T21:47:20Z,Web Development,https://www.udemy.com/html5css3/
560218,Introduction to Financial Statements,TRUE,40,112,4.25,1,14,Beginner Level,1.5,2015-08-16T22:26:02Z,Business Finance,https://www.udemy.com/introduction-to-financial-statements/
560472,Trading Tips from Hedge Fund Manager,TRUE,50,6,3.5,2,32,Intermediate Level,1,2015-07-22T20:56:34Z,Business Finance,https://www.udemy.com/trading-tips-from-hedge-fund-manager/
560662,Instant Harmonica - how to get single notes in 5 easy steps,TRUE,20,835,4.2,10,7,Beginner Level,0.6333333333333333,2015-07-22T22:15:10Z,Musical Instruments,https://www.udemy.com/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,TRUE,75,7380,4.25,43,59,Intermediate Level,2.5,2015-07-30T16:52:34Z,Web Development,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/
560996,You can create Incredible Websites with HTML CSS learn how,TRUE,100,11892,4.8,50,28,Intermediate Level,2.5,2015-09-12T01:35:41Z,Web Development,https://www.udemy.com/learn-to-create-html-css-web-templates-create-web-pages/
561136,Responsive Design with NEW Materialize,TRUE,75,12629,4.85,88,36,Intermediate Level,1.5,2015-07-23T20:03:45Z,Web Development,https://www.udemy.com/responsive-design-with-new-google-materialize/
561188,Photoshop CC for Beginners - A Comprehensive Crash Course,TRUE,200,6028,3.8,205,20,Beginner Level,2.5,2015-07-29T18:35:20Z,Graphic Design,https://www.udemy.com/photoshop-cc-for-beginners-a-comprehensive-crash-course/
561774,Instant Harmonica - play the great Irish tune Molly Malone!,TRUE,20,420,3.6111112,2,13,Beginner Level,1,2015-07-23T20:14:45Z,Musical Instruments,https://www.udemy.com/instant-harmonica-play-the-irish-tune-molly-molone-today/
561800,Intro to Adobe Illustrator,TRUE,20,189,4.2,13,55,Beginner Level,6,2015-08-07T21:56:22Z,Graphic Design,https://www.udemy.com/intro-to-adobe-illustrator/
562668,Financial Accounting Made Easy for All,TRUE,20,87,3.75,22,86,Intermediate Level,4,2015-09-01T18:36:10Z,Business Finance,https://www.udemy.com/financialaccounting/
563020,Learn to build 20 websites and build 14 iOS9 apps with swift,TRUE,40,1926,4.4761906,9,458,Intermediate Level,22.5,2015-07-24T21:45:40Z,Web Development,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/
563248,JavaScript Step by Step how to apply it to your web pages,TRUE,100,13406,4.350746,78,44,Intermediate Level,1.5,2015-07-26T17:44:17Z,Web Development,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/
563650,Instant Harmonica - play Scarborough Fair in 8 easy lectures,TRUE,40,543,4.2,4,12,Beginner Level,1,2015-07-24T22:22:30Z,Musical Instruments,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/
563668,Learn how to create a WordPress theme using Pinegrow,FALSE,0,11812,4.35,152,19,Intermediate Level,2,2015-07-27T18:26:45Z,Web Development,https://www.udemy.com/learn-how-to-create-a-wordpress-theme-using-pinegrow/
563708,Bestseller!! Learn Illustrator CC in 1 Hour,TRUE,200,4449,3.85,100,9,Beginner Level,1.5,2015-07-28T20:22:14Z,Graphic Design,https://www.udemy.com/1hourillustrator/
563880,Single Page Application of MVC 5 Using AngularJS,TRUE,20,722,5,53,18,Intermediate Level,1.5,2015-08-16T18:37:02Z,Web Development,https://www.udemy.com/maruti-spa-angularjs/
564268,Projects in Foundation Framework - Learn By Building 10 Apps,TRUE,50,636,3.65,33,54,Intermediate Level,10,2015-07-27T20:56:27Z,Web Development,https://www.udemy.com/foundation-framework-course/
564366,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",TRUE,200,3399,4.4,85,15,Intermediate Level,1.5,2015-07-27T20:23:28Z,Web Development,https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/
564446,Instant Harmonica - play two Star Wars themes in 30 minutes ,TRUE,20,605,3.15,21,11,Beginner Level,0.7,2015-07-28T16:49:56Z,Musical Instruments,https://www.udemy.com/instant-harmonica-play-two-star-wars-themes-in-30-minutes/
564546,Learn PHP from Scratch,TRUE,50,1550,0,25,27,Beginner Level,1.5,2015-07-26T20:44:15Z,Web Development,https://www.udemy.com/learn-php-from-scratch-in-1-3-hr/
564966,The Complete Chart Pattern Trading Course: A Proven Approach,TRUE,200,2666,4.6744967,115,52,Intermediate Level,4,2015-08-10T21:07:35Z,Business Finance,https://www.udemy.com/make-money-trading-stocks-from-home/
565000,Learn MeteorJS By Building 10 Real World Projects,TRUE,50,2784,4.35,221,79,Intermediate Level,15,2015-07-28T17:23:14Z,Web Development,https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/
565282,Learn To Create Different Website Layouts & Media Queries ,TRUE,195,6510,4.576923,45,22,Intermediate Level,2,2015-08-11T22:26:38Z,Web Development,https://www.udemy.com/websitelayouts/
565384,Introduction to Modern Programming with PHP,TRUE,20,954,4.9,183,123,Beginner Level,16,2015-08-27T19:20:42Z,Web Development,https://www.udemy.com/introduction-to-modern-programming-with-php/
566248,jQuery Fundamentals Powerful Bootcamp for beginners,TRUE,150,13882,4.6,63,47,Intermediate Level,3,2015-08-04T18:54:44Z,Web Development,https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/
566678,Learn 4 Chords and Play Thousands of Songs!,TRUE,20,4560,4.4305553,177,22,Beginner Level,1.5,2015-08-17T19:01:04Z,Musical Instruments,https://www.udemy.com/learn-4-chords-and-play-thousands-of-songs/
566856,Learn Monster GODJ,FALSE,0,991,4,29,12,Beginner Level,1,2015-07-29T17:49:53Z,Musical Instruments,https://www.udemy.com/learn-monster-godj/
566910,How to Launch Your Own Website Builder Service,TRUE,20,9028,3.9,87,12,Beginner Level,1.5,2015-07-28T20:20:59Z,Web Development,https://www.udemy.com/how-to-launch-your-own-website-builder-service/
566920,WordPress for Beginners - Tutorial - From Novice to Know-How,TRUE,20,3694,4,48,39,Beginner Level,4,2015-08-28T19:41:50Z,Web Development,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/
567070,Accounting Made Easy 2,TRUE,50,4034,3.95,8,40,Intermediate Level,3,2015-09-16T18:57:23Z,Business Finance,https://www.udemy.com/accounting-made-easy-2/
567558,Instant Harmonica - play Amazing Grace with grace and ease!,TRUE,40,496,4.4,6,14,Beginner Level,1,2015-08-01T00:00:56Z,Musical Instruments,https://www.udemy.com/instant-harmonica-play-amazing-grace-with-grace-and-ease/
568322,How to Play Dan Fogelberg Songs on Guitar,TRUE,25,24,4.5257354,1,49,Intermediate Level,4.5,2016-03-29T16:57:54Z,Musical Instruments,https://www.udemy.com/how-to-play-dan-fogelberg-songs-on-guitar/
568524,WordPress Plugins Treasure Chest,TRUE,25,1655,4.6,10,44,Intermediate Level,3,2015-08-06T21:01:21Z,Web Development,https://www.udemy.com/best-wordpress-plugins-treasure-chest/
569436,How to Become an Accountant from scratch!,TRUE,40,1169,4.8,7,15,Beginner Level,3,2015-08-20T20:24:00Z,Business Finance,https://www.udemy.com/the-udemy-case-study/
570188,Low Poly Portrait Illustration,TRUE,20,4,4.35,0,8,Intermediate Level,0.6833333333333333,2015-08-04T18:48:18Z,Graphic Design,https://www.udemy.com/low-poly-portrait-illustration/
570416,JSON Faster Sleeker & Easier Discover the benefits learn it,TRUE,200,8577,4.45,69,31,Intermediate Level,1.5,2015-08-12T18:33:31Z,Web Development,https://www.udemy.com/introduction-to-json-javascript-object-notation-tutorial/
570844,Learn Basic Concepts of Economics Step by Step - Complete,TRUE,150,2801,3.3,6,25,Intermediate Level,1.5,2015-08-16T16:36:47Z,Business Finance,https://www.udemy.com/introduction-to-economics-for-beginners/
570848,WordPress Plugin Development -> Deep dive discovery!,TRUE,40,2650,4.3636365,19,39,Intermediate Level,2,2015-11-05T22:16:20Z,Web Development,https://www.udemy.com/wordpress-plugin/
570996,Finance Fundamentals for Non Finance Leaders,TRUE,20,37,4.554348,7,15,Intermediate Level,1,2015-08-04T21:56:58Z,Business Finance,https://www.udemy.com/finance-fundamentals-for-business-leaders/
571394,QuickBooks Online: Complete Guide & Certification tips,TRUE,50,2187,4.35,218,91,Intermediate Level,13,2015-08-03T17:46:24Z,Business Finance,https://www.udemy.com/learn-quickbooks-online-qbo-with-hector-garcia-and-friends/
571506,ProTrader -  Advanced Technical Analysis,TRUE,125,825,4.4583335,11,34,Intermediate Level,2,2016-08-22T23:31:48Z,Business Finance,https://www.udemy.com/protrader-advanced-technical-analysis/
571730,Invierte en la Bolsa Mexicana y de USA,TRUE,200,1673,4.6,547,40,Beginner Level,5.5,2015-08-10T18:43:10Z,Business Finance,https://www.udemy.com/invierte-en-la-bmv/
572268,AngularJS For .Net Developers From Scratch,TRUE,50,2494,4.1647058,303,40,Intermediate Level,4.5,2016-03-09T20:03:42Z,Web Development,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/
572270,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,TRUE,60,652,4,48,46,Intermediate Level,6.5,2017-01-16T21:52:59Z,Web Development,https://www.udemy.com/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,TRUE,75,1513,4.35,31,60,Intermediate Level,5.5,2015-08-04T19:16:51Z,Business Finance,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/
